,column,row,z_axis,cell_states
667,3485.0,8490.0,0.0,aCM1
668,3241.0,8498.0,16.0,aCM1
669,3689.0,8530.0,8.0,aCM3
670,3081.0,8562.0,8.0,aCM1
671,3593.0,8562.0,20.0,aCM1
672,3073.0,8610.0,24.0,aCM1
673,3277.0,8618.0,24.0,aCM3
674,2913.0,8626.0,8.0,aCM1
675,3497.0,8642.0,24.0,aCM3
676,3393.0,8678.0,24.0,aCM1
677,3565.0,8766.0,20.0,aCM1
678,3601.0,8774.0,24.0,aCM1
679,3217.0,8798.0,16.0,aCM1
680,3685.0,8866.0,16.0,aCM1
681,3481.0,8894.0,16.0,aCM3
682,3093.0,8910.0,12.0,aCM1
683,2913.0,8914.0,4.0,aCM1
684,3473.0,8930.0,20.0,aCM1
685,2925.0,8950.0,8.0,aCM1
686,3617.0,8978.0,16.0,aCM1
687,3161.0,8994.0,24.0,aCM1
688,3313.0,9034.0,8.0,aCM3
689,3341.0,9102.0,24.0,aCM1
690,3455.0,9291.0,23.0,aCM1
691,3622.0,10064.0,23.0,aCM3
692,3477.0,9205.0,24.0,aCM3
693,3545.0,9217.0,20.0,aCM3
694,3397.0,9277.0,24.0,aCM1
695,3489.0,9305.0,24.0,aCM1
696,3117.0,9353.0,12.0,aCM3
697,3209.0,9389.0,16.0,aCM1
698,3665.0,9409.0,12.0,aCM1
699,3473.0,9413.0,12.0,aCM1
700,3409.0,9441.0,4.0,aCM3
701,3337.0,9449.0,12.0,aCM3
702,3353.0,9465.0,16.0,aCM1
703,3625.0,9613.0,8.0,aCM1
704,3589.0,9641.0,12.0,aCM1
705,3393.0,9669.0,20.0,aCM1
706,3429.0,9689.0,24.0,aCM1
707,3713.0,9761.0,24.0,aCM3
708,3253.0,9785.0,16.0,aCM1
709,3453.0,9817.0,20.0,aCM1
710,3625.0,9837.0,8.0,aCM1
711,3661.0,9889.0,28.0,aCM1
712,3573.0,9941.0,20.0,aCM1
713,3674.0,10344.0,19.0,aCM3
714,3572.0,10124.0,4.0,aCM1
715,3532.0,10216.0,24.0,aCM1
716,3496.0,10232.0,8.0,aCM1
717,3540.0,10256.0,24.0,aCM1
718,3312.0,10668.0,28.0,aCM1
719,3328.0,10828.0,24.0,aCM1
720,3316.0,10968.0,24.0,aCM1
721,4529.0,1844.0,23.0,aCM1
722,4591.0,1858.0,23.0,aCM1
723,4609.0,1782.0,20.0,aCM1
724,4553.0,1810.0,20.0,aCM1
725,4549.0,1822.0,20.0,aCM1
726,4541.0,1838.0,24.0,aCM1
727,4605.0,1858.0,24.0,aCM1
728,4569.0,1866.0,20.0,aCM1
729,4349.0,2479.0,19.0,aCM3
730,4485.0,2236.0,19.0,aCM1
731,4613.0,2555.0,23.0,aCM1
732,4307.0,2727.0,23.0,aCM3
733,4053.0,2339.0,11.0,aCM3
734,4432.0,1961.0,24.0,aCM1
735,4548.0,1961.0,24.0,aCM1
736,4464.0,2013.0,24.0,aCM1
737,4580.0,2033.0,16.0,aCM1
738,4420.0,2073.0,28.0,aCM1
739,4612.0,2109.0,20.0,aCM1
740,4500.0,2149.0,24.0,aCM3
741,4156.0,2233.0,24.0,aCM3
742,4336.0,2305.0,24.0,aCM1
743,4508.0,2357.0,16.0,aCM1
744,3880.0,2417.0,8.0,aCM3
745,3844.0,2445.0,16.0,aCM1
746,4280.0,2457.0,8.0,aCM3
747,4028.0,2481.0,24.0,aCM4
748,4316.0,2497.0,24.0,aCM3
749,4416.0,2549.0,24.0,aCM3
750,4540.0,2569.0,16.0,aCM3
751,3932.0,2593.0,12.0,aCM1
752,4324.0,2625.0,24.0,aCM1
753,4176.0,2673.0,24.0,aCM3
754,4224.0,2673.0,16.0,aCM3
755,3716.0,2709.0,24.0,aCM1
756,3780.0,2745.0,24.0,aCM1
757,3855.0,3545.0,19.0,aCM3
758,4294.0,3444.0,7.0,aCM1
759,4575.0,3146.0,23.0,aCM1
760,4040.0,2826.0,24.0,aCM3
761,3928.0,2850.0,20.0,aCM3
762,4240.0,2874.0,20.0,aCM3
763,3980.0,2890.0,16.0,aCM3
764,3740.0,2902.0,24.0,aCM1
765,4520.0,2942.0,20.0,aCM3
766,3884.0,2994.0,4.0,aCM1
767,3856.0,3014.0,8.0,aCM1
768,3904.0,3042.0,8.0,aCM1
769,3976.0,3062.0,16.0,aCM3
770,4384.0,3086.0,24.0,aCM1
771,4120.0,3102.0,8.0,aCM1
772,4560.0,3110.0,24.0,aCM1
773,4392.0,3186.0,24.0,aCM3
774,4260.0,3202.0,24.0,aCM3
775,3792.0,3270.0,24.0,aCM1
776,4356.0,3270.0,24.0,aCM3
777,4148.0,3278.0,4.0,aCM1
778,3816.0,3286.0,4.0,aCM1
779,4432.0,3318.0,20.0,aCM1
780,4392.0,3326.0,20.0,aCM1
781,3836.0,3366.0,12.0,aCM3
782,4068.0,3394.0,20.0,aCM3
783,4380.0,3454.0,20.0,aCM3
784,4560.0,3454.0,16.0,aCM1
785,4020.0,3474.0,20.0,aCM3
786,4228.0,3482.0,12.0,aCM3
787,4572.0,3598.0,24.0,aCM1
788,4120.0,3614.0,16.0,aCM3
789,3884.0,3638.0,20.0,aCM1
790,4484.0,3638.0,12.0,aCM3
791,4312.0,3646.0,8.0,aCM3
792,4445.0,4330.0,23.0,aCM3
793,4460.0,3749.0,19.0,aCM3
794,4073.0,4235.0,19.0,aCM3
795,4247.0,3893.0,15.0,aCM3
796,4282.0,3840.0,23.0,aCM3
797,4215.0,3679.0,20.0,aCM3
798,3811.0,3695.0,8.0,aCM1
799,4603.0,3703.0,12.0,aCM3
800,3755.0,3735.0,20.0,aCM3
801,3831.0,3907.0,8.0,aCM1
802,3939.0,3927.0,24.0,aCM1
803,4159.0,3927.0,20.0,aCM3
804,4199.0,3967.0,12.0,aCM1
805,4543.0,3979.0,20.0,aCM3
806,4607.0,3991.0,16.0,aCM1
807,3879.0,3999.0,16.0,aCM3
808,3967.0,4003.0,20.0,aCM1
809,4567.0,4027.0,20.0,aCM1
810,3911.0,4055.0,8.0,aCM1
811,4083.0,4055.0,20.0,aCM3
812,4491.0,4059.0,20.0,aCM1
813,3843.0,4083.0,4.0,aCM1
814,4359.0,4139.0,16.0,aCM3
815,4235.0,4155.0,24.0,aCM1
816,4287.0,4155.0,16.0,aCM1
817,3843.0,4191.0,16.0,aCM3
818,4251.0,4303.0,24.0,aCM1
819,4139.0,4367.0,24.0,aCM1
820,4575.0,4367.0,4.0,aCM3
821,4207.0,4371.0,16.0,aCM1
822,4411.0,4399.0,12.0,aCM3
823,3947.0,4435.0,24.0,aCM3
824,4175.0,4511.0,4.0,aCM3
825,4206.0,4764.0,15.0,aCM1
826,4058.0,4769.0,19.0,aCM3
827,3807.0,5482.0,18.0,aCM3
828,4069.0,4593.0,16.0,aCM3
829,4261.0,4597.0,4.0,aCM1
830,4189.0,4609.0,16.0,aCM3
831,3861.0,4629.0,24.0,aCM1
832,4469.0,4665.0,24.0,aCM3
833,4361.0,4705.0,16.0,aCM1
834,3825.0,4717.0,20.0,aCM1
835,4285.0,4749.0,20.0,aCM3
836,4585.0,4769.0,20.0,aCM1
837,3969.0,4825.0,16.0,aCM3
838,4573.0,4841.0,24.0,aCM3
839,4189.0,4885.0,12.0,aCM1
840,3849.0,4889.0,16.0,aCM3
841,4297.0,4925.0,24.0,aCM3
842,4513.0,4981.0,12.0,aCM1
843,3889.0,4989.0,16.0,aCM1
844,3953.0,5105.0,24.0,aCM3
845,4337.0,5113.0,20.0,aCM3
846,4085.0,5129.0,8.0,aCM1
847,4521.0,5157.0,24.0,aCM3
848,4537.0,5217.0,16.0,aCM1
849,4293.0,5225.0,8.0,aCM3
850,4549.0,5273.0,16.0,aCM3
851,3841.0,5297.0,20.0,aCM3
852,4089.0,5305.0,0.0,aCM3
853,4125.0,5345.0,20.0,aCM3
854,4533.0,5353.0,24.0,aCM3
855,4145.0,5413.0,12.0,aCM3
856,3925.0,5417.0,16.0,aCM1
857,4389.0,5441.0,20.0,aCM1
858,4333.0,5445.0,20.0,aCM3
859,4065.0,5461.0,4.0,aCM3
860,3913.0,5829.0,15.0,aCM3
861,3965.0,6097.0,23.0,aCM1
862,4307.0,6158.0,15.0,aCM3
863,4574.0,5505.0,4.0,aCM3
864,4426.0,5541.0,16.0,aCM3
865,3906.0,5569.0,16.0,aCM3
866,4270.0,5617.0,12.0,aCM3
867,3930.0,5669.0,12.0,aCM3
868,4350.0,5697.0,20.0,aCM1
869,4082.0,5701.0,8.0,aCM1
870,3858.0,5705.0,4.0,aCM1
871,4314.0,5717.0,8.0,aCM1
872,3902.0,5721.0,12.0,aCM1
873,4374.0,5765.0,4.0,aCM3
874,4094.0,5769.0,24.0,aCM3
875,3810.0,5773.0,20.0,aCM3
876,4310.0,5853.0,8.0,aCM3
877,4594.0,5917.0,8.0,aCM1
878,4346.0,5969.0,24.0,aCM3
879,4250.0,5977.0,24.0,aCM3
880,3942.0,6029.0,12.0,aCM3
881,4242.0,6057.0,0.0,aCM1
882,3778.0,6081.0,20.0,aCM1
883,4246.0,6109.0,24.0,aCM1
884,3766.0,6149.0,24.0,aCM1
885,4034.0,6149.0,8.0,aCM3
886,4470.0,6153.0,12.0,aCM1
887,4122.0,6169.0,4.0,aCM3
888,4382.0,6177.0,16.0,aCM3
889,3946.0,6185.0,16.0,aCM3
890,4546.0,6193.0,12.0,aCM3
891,4482.0,6213.0,12.0,aCM1
892,4158.0,6241.0,16.0,aCM1
893,3810.0,6265.0,12.0,aCM1
894,3978.0,6269.0,20.0,aCM3
895,3762.0,6273.0,8.0,aCM1
896,4286.0,6293.0,20.0,aCM3
897,4130.0,6321.0,0.0,aCM3
898,3954.0,6345.0,20.0,aCM1
899,3894.0,6373.0,20.0,aCM1
900,4619.0,7213.0,11.0,aCM3
901,4292.0,7123.0,15.0,aCM3
902,4304.0,6738.0,19.0,aCM3
903,4601.0,6427.0,20.0,aCM3
904,4489.0,6447.0,12.0,aCM3
905,4261.0,6523.0,12.0,aCM3
906,4505.0,6555.0,8.0,aCM3
907,3765.0,6571.0,12.0,aCM1
908,4161.0,6599.0,16.0,aCM3
909,4137.0,6651.0,0.0,aCM1
910,3841.0,6723.0,4.0,aCM1
911,4545.0,6723.0,12.0,aCM3
912,3797.0,6743.0,12.0,aCM1
913,3961.0,6747.0,12.0,aCM1
914,4205.0,6755.0,12.0,aCM3
915,4101.0,6787.0,8.0,aCM1
916,4533.0,6879.0,20.0,aCM3
917,4317.0,6887.0,12.0,aCM3
918,4569.0,6923.0,4.0,aCM1
919,4101.0,6987.0,16.0,aCM1
920,3917.0,7027.0,16.0,aCM3
921,4573.0,7059.0,0.0,aCM1
922,4049.0,7071.0,12.0,aCM3
923,3777.0,7115.0,8.0,aCM1
924,4017.0,7127.0,0.0,aCM1
925,3965.0,7167.0,20.0,aCM1
926,4053.0,7263.0,0.0,aCM3
927,4427.0,7575.0,2.0,aCM1
928,4109.0,7334.0,4.0,aCM3
929,4405.0,7354.0,8.0,aCM1
930,4197.0,7358.0,4.0,aCM1
931,3853.0,7362.0,16.0,aCM4
932,4269.0,7382.0,8.0,aCM1
933,4545.0,7454.0,16.0,aCM1
934,4093.0,7474.0,16.0,aCM3
935,4477.0,7482.0,4.0,aCM3
936,3893.0,7502.0,24.0,aCM1
937,4373.0,7546.0,4.0,aCM3
938,4333.0,7654.0,24.0,aCM1
939,4445.0,7714.0,16.0,aCM3
940,3833.0,7718.0,16.0,aCM1
941,4033.0,7766.0,4.0,aCM1
942,4485.0,7766.0,12.0,aCM3
943,4577.0,7770.0,4.0,aCM1
944,3829.0,7774.0,12.0,aCM1
945,3961.0,7802.0,16.0,aCM1
946,3781.0,7906.0,12.0,aCM1
947,4333.0,7958.0,16.0,aCM1
948,3909.0,7990.0,8.0,aCM1
949,4589.0,7998.0,4.0,aCM1
950,3829.0,8006.0,16.0,aCM4
951,4013.0,8022.0,12.0,aCM3
952,4369.0,8050.0,20.0,aCM1
953,4525.0,8050.0,8.0,aCM1
954,4009.0,8082.0,24.0,aCM1
955,3829.0,8106.0,12.0,aCM3
956,4373.0,8170.0,16.0,aCM1
957,3857.0,8174.0,12.0,aCM1
958,4577.0,8190.0,4.0,aCM1
959,4433.0,8206.0,8.0,aCM1
960,4463.0,8768.0,11.0,aCM3
961,4249.0,8402.0,15.0,aCM1
962,4580.0,8564.0,19.0,aCM1
963,4602.0,8640.0,23.0,aCM1
964,4547.0,8760.0,23.0,aCM1
965,4111.0,8367.0,19.0,aCM3
966,4022.0,8709.0,23.0,aCM3
967,4164.0,8283.0,16.0,aCM1
968,3972.0,8295.0,20.0,aCM1
969,3864.0,8303.0,20.0,aCM3
970,4504.0,8347.0,16.0,aCM1
971,3876.0,8379.0,16.0,aCM3
972,4380.0,8435.0,12.0,aCM1
973,4172.0,8443.0,16.0,aCM3
974,4100.0,8499.0,12.0,aCM3
975,3824.0,8507.0,16.0,aCM1
976,4516.0,8519.0,16.0,aCM3
977,4080.0,8615.0,16.0,aCM1
978,4168.0,8623.0,16.0,aCM1
979,4232.0,8643.0,20.0,aCM1
980,4492.0,8655.0,16.0,aCM3
981,4376.0,8747.0,0.0,aCM3
982,3964.0,8811.0,8.0,aCM3
983,3840.0,8875.0,24.0,aCM3
984,4228.0,8879.0,4.0,aCM3
985,4004.0,8887.0,4.0,aCM1
986,4552.0,8963.0,24.0,aCM3
987,4332.0,8995.0,8.0,aCM1
988,4260.0,9031.0,4.0,aCM3
989,4128.0,9127.0,16.0,aCM1
990,4461.0,9574.0,16.0,aCM1
991,3901.0,9853.0,15.0,aCM3
992,4401.0,9661.0,19.0,aCM1
993,3993.0,9179.0,4.0,aCM3
994,3841.0,9227.0,8.0,aCM3
995,4469.0,9271.0,16.0,aCM1
996,4017.0,9391.0,0.0,aCM3
997,4257.0,9411.0,16.0,aCM1
998,3781.0,9415.0,8.0,aCM3
999,4329.0,9479.0,20.0,aCM3
1000,3973.0,9483.0,4.0,aCM1
1001,4381.0,9515.0,8.0,aCM3
1002,4297.0,9543.0,12.0,aCM1
1003,4057.0,9607.0,4.0,aCM2
1004,4361.0,9615.0,4.0,aCM1
1005,4141.0,9699.0,8.0,aCM1
1006,3921.0,9731.0,24.0,aCM1
1007,3997.0,9739.0,16.0,aCM1
1008,3793.0,9775.0,24.0,aCM1
1009,4533.0,9795.0,12.0,aCM3
1010,3797.0,9867.0,8.0,aCM1
1011,4513.0,9875.0,8.0,aCM1
1012,4321.0,9911.0,12.0,aCM1
1013,4289.0,9951.0,12.0,aCM1
1014,4113.0,9991.0,12.0,aCM1
1015,4557.0,10019.0,8.0,aCM1
1016,4053.0,10124.0,16.0,aCM3
1017,4041.0,10188.0,24.0,aCM1
1018,3845.0,10236.0,8.0,aCM1
1019,3889.0,10256.0,16.0,aCM1
1020,4245.0,10332.0,12.0,aCM1
1021,4381.0,10416.0,8.0,aCM1
1022,4493.0,10420.0,12.0,aCM1
1023,4441.0,10460.0,8.0,aCM1
1024,4589.0,10628.0,24.0,aCM1
1025,4337.0,10716.0,8.0,aCM1
1026,4033.0,10720.0,20.0,aCM1
1027,4273.0,10800.0,24.0,aCM1
1028,4501.0,10856.0,24.0,aCM1
1029,3799.0,11117.0,24.0,aCM1
1030,4401.0,11195.0,24.0,aCM1
1031,3881.0,11279.0,16.0,aCM1
1032,3837.0,11295.0,16.0,aCM1
1033,4125.0,11311.0,24.0,aCM1
1034,4573.0,11315.0,24.0,aCM1
1035,4345.0,11335.0,4.0,aCM1
1036,4425.0,11383.0,24.0,aCM1
1037,4017.0,11411.0,8.0,aCM1
1038,4197.0,11479.0,8.0,aCM1
1039,3889.0,11487.0,12.0,aCM1
1040,4585.0,11527.0,12.0,aCM1
1041,3917.0,11619.0,24.0,aCM1
1042,3957.0,11631.0,8.0,aCM1
1043,4229.0,11799.0,20.0,aCM1
1044,3921.0,11871.0,20.0,aCM1
1045,4129.0,11907.0,28.0,aCM1
1046,5031.0,1565.0,24.0,aCM1
1047,5199.0,1601.0,20.0,aCM3
1048,4943.0,1625.0,20.0,aCM1
1049,5515.0,1661.0,12.0,aCM3
1050,5291.0,1753.0,20.0,aCM1
1051,4667.0,1765.0,24.0,aCM1
1052,5274.0,2656.0,19.0,aCM3
1053,5098.0,2716.0,23.0,aCM1
1054,4827.0,2213.0,8.0,aCM1
1055,4847.0,2329.0,16.0,aCM2
1056,5091.0,2377.0,12.0,aCM1
1057,4647.0,2389.0,20.0,aCM3
1058,5495.0,2429.0,24.0,aCM1
1059,4823.0,2457.0,16.0,aCM3
1060,5115.0,2465.0,16.0,aCM3
1061,4663.0,2477.0,24.0,aCM3
1062,5295.0,2573.0,24.0,aCM1
1063,5099.0,2585.0,8.0,aCM1
1064,5023.0,2605.0,16.0,aCM1
1065,5531.0,2633.0,16.0,aCM1
1066,5123.0,2661.0,12.0,aCM3
1067,4755.0,2697.0,12.0,aCM3
1068,5475.0,2733.0,24.0,aCM3
1069,5027.0,2745.0,24.0,aCM1
1070,5235.0,2757.0,24.0,aCM3
1071,4921.0,3398.0,11.0,aCM3
1072,5100.0,3042.0,23.0,aCM3
1073,5285.0,3234.0,19.0,aCM3
1074,4728.0,2892.0,20.0,aCM3
1075,5234.0,2759.0,24.0,aCM3
1076,5326.0,2795.0,24.0,aCM1
1077,5082.0,2803.0,24.0,aCM3
1078,4874.0,2807.0,20.0,aCM1
1079,5350.0,2807.0,8.0,aCM1
1080,5482.0,2823.0,8.0,aCM3
1081,5066.0,2835.0,24.0,aCM3
1082,4890.0,2879.0,24.0,aCM3
1083,5342.0,2891.0,24.0,aCM1
1084,5038.0,2899.0,4.0,aCM1
1085,4798.0,2911.0,24.0,aCM1
1086,5438.0,2931.0,16.0,aCM3
1087,5062.0,2955.0,4.0,aCM3
1088,5390.0,2971.0,8.0,aCM1
1089,4918.0,2983.0,12.0,aCM3
1090,4950.0,3043.0,16.0,aCM1
1091,4666.0,3151.0,24.0,aCM3
1092,5470.0,3155.0,16.0,aCM1
1093,5266.0,3159.0,24.0,aCM1
1094,4650.0,3335.0,20.0,aCM2
1095,5398.0,3347.0,24.0,aCM1
1096,5294.0,3355.0,12.0,aCM1
1097,5522.0,3359.0,8.0,aCM3
1098,5082.0,3391.0,8.0,aCM1
1099,5194.0,3451.0,0.0,aCM1
1100,5510.0,3471.0,24.0,aCM3
1101,4774.0,3487.0,12.0,aCM1
1102,5082.0,3491.0,24.0,aCM3
1103,5146.0,3495.0,16.0,aCM1
1104,5322.0,3515.0,12.0,aCM1
1105,5062.0,3567.0,24.0,aCM1
1106,4882.0,3659.0,24.0,aCM3
1107,5058.0,3659.0,24.0,aCM1
1108,5032.0,3852.0,19.0,aCM1
1109,4824.0,4053.0,19.0,aCM3
1110,5412.0,4464.0,19.0,aCM3
1111,5373.0,4244.0,11.0,aCM3
1112,5332.0,4446.0,23.0,aCM1
1113,5347.0,4398.0,15.0,aCM1
1114,4877.0,3663.0,24.0,aCM1
1115,5201.0,3687.0,4.0,aCM1
1116,5209.0,3747.0,8.0,aCM3
1117,4841.0,3755.0,20.0,aCM1
1118,5357.0,3823.0,24.0,aCM3
1119,5253.0,3831.0,24.0,aCM3
1120,5193.0,3863.0,16.0,aCM3
1121,5477.0,3891.0,4.0,aCM3
1122,5469.0,3967.0,24.0,aCM1
1123,4905.0,3971.0,12.0,aCM1
1124,4661.0,3987.0,28.0,aCM1
1125,5297.0,4067.0,24.0,aCM1
1126,5409.0,4087.0,24.0,aCM3
1127,5153.0,4099.0,12.0,aCM1
1128,5529.0,4135.0,8.0,aCM1
1129,4809.0,4147.0,16.0,aCM1
1130,4809.0,4251.0,20.0,aCM3
1131,5225.0,4267.0,16.0,aCM3
1132,4681.0,4347.0,24.0,aCM3
1133,4949.0,4355.0,20.0,aCM3
1134,4773.0,4371.0,24.0,aCM5
1135,5149.0,4407.0,0.0,aCM1
1136,5485.0,4411.0,12.0,aCM3
1137,4737.0,4455.0,20.0,aCM3
1138,4833.0,4523.0,20.0,aCM3
1139,5325.0,4551.0,24.0,aCM1
1140,4772.0,5235.0,23.0,aCM3
1141,4818.0,5084.0,15.0,aCM3
1142,5329.0,4668.0,11.0,aCM3
1143,5455.0,5166.0,19.0,aCM4
1144,5149.0,5211.0,19.0,aCM3
1145,5106.0,4572.0,12.0,aCM3
1146,5046.0,4680.0,24.0,aCM3
1147,5482.0,4712.0,12.0,aCM3
1148,4670.0,4728.0,24.0,aCM3
1149,5494.0,4740.0,20.0,aCM1
1150,5342.0,4752.0,12.0,aCM3
1151,4830.0,4792.0,16.0,aCM3
1152,4670.0,4824.0,20.0,aCM1
1153,5314.0,4828.0,16.0,aCM3
1154,4926.0,4836.0,20.0,aCM3
1155,5486.0,4872.0,16.0,aCM1
1156,5370.0,4928.0,24.0,aCM3
1157,4898.0,4932.0,24.0,aCM1
1158,4782.0,4948.0,16.0,aCM3
1159,5406.0,5000.0,16.0,aCM3
1160,5274.0,5028.0,20.0,aCM3
1161,5450.0,5068.0,16.0,aCM1
1162,4774.0,5072.0,20.0,aCM1
1163,5082.0,5136.0,20.0,aCM3
1164,5478.0,5136.0,8.0,aCM1
1165,5302.0,5172.0,16.0,aCM1
1166,5378.0,5204.0,24.0,aCM1
1167,4958.0,5208.0,20.0,aCM3
1168,4826.0,5252.0,24.0,aCM1
1169,4666.0,5280.0,24.0,aCM3
1170,4926.0,5308.0,20.0,aCM3
1171,5350.0,5336.0,16.0,aCM3
1172,4690.0,5360.0,12.0,aCM3
1173,5102.0,5364.0,24.0,aCM1
1174,5454.0,5420.0,24.0,aCM1
1175,5154.0,5432.0,0.0,aCM1
1176,4662.0,5448.0,8.0,aCM3
1177,5274.0,5460.0,24.0,aCM1
1178,5110.0,6365.0,11.0,aCM3
1179,5439.0,5635.0,19.0,aCM3
1180,4865.0,6390.0,23.0,aCM1
1181,5299.0,5958.0,23.0,aCM1
1182,5119.0,5513.0,20.0,aCM1
1183,5195.0,5557.0,20.0,aCM3
1184,5459.0,5557.0,24.0,aCM1
1185,4755.0,5569.0,20.0,aCM1
1186,4795.0,5601.0,16.0,aCM1
1187,4759.0,5677.0,12.0,aCM3
1188,5259.0,5709.0,24.0,aCM1
1189,5367.0,5709.0,20.0,aCM3
1190,4903.0,5781.0,20.0,aCM3
1191,5191.0,5801.0,20.0,aCM3
1192,5087.0,5833.0,16.0,aCM1
1193,5023.0,5849.0,16.0,aCM1
1194,5191.0,5857.0,16.0,aCM1
1195,4847.0,5909.0,8.0,aCM3
1196,5151.0,5933.0,16.0,aCM1
1197,5087.0,5945.0,8.0,aCM3
1198,4923.0,5949.0,16.0,aCM3
1199,5311.0,5993.0,24.0,aCM1
1200,5015.0,6017.0,4.0,aCM1
1201,5503.0,6049.0,4.0,aCM1
1202,4783.0,6129.0,4.0,aCM3
1203,5247.0,6129.0,12.0,aCM3
1204,5211.0,6185.0,12.0,aCM3
1205,5487.0,6185.0,12.0,aCM3
1206,4767.0,6209.0,4.0,aCM1
1207,5107.0,6257.0,20.0,aCM1
1208,5031.0,6281.0,12.0,aCM3
1209,5479.0,6329.0,16.0,aCM1
1210,4695.0,6373.0,16.0,aCM1
1211,5202.0,7217.0,7.0,aCM3
1212,5205.0,6870.0,11.0,aCM3
1213,5361.0,7299.0,15.0,aCM1
1214,5268.0,6866.0,15.0,aCM3
1215,4811.0,7105.0,15.0,aCM3
1216,5011.0,6425.0,20.0,aCM1
1217,4915.0,6465.0,16.0,aCM3
1218,5007.0,6477.0,24.0,aCM1
1219,5335.0,6525.0,8.0,aCM3
1220,4955.0,6537.0,8.0,aCM1
1221,4931.0,6621.0,12.0,aCM1
1222,4923.0,6661.0,12.0,aCM1
1223,5135.0,6681.0,20.0,aCM1
1224,4859.0,6809.0,12.0,aCM1
1225,5527.0,6849.0,20.0,aCM3
1226,4739.0,6865.0,16.0,aCM3
1227,4947.0,6909.0,8.0,aCM3
1228,5299.0,6953.0,24.0,aCM1
1229,5107.0,6969.0,8.0,aCM3
1230,5495.0,7029.0,16.0,aCM3
1231,5151.0,7041.0,12.0,aCM3
1232,5255.0,7089.0,16.0,aCM1
1233,4711.0,7101.0,16.0,aCM1
1234,5015.0,7117.0,16.0,aCM3
1235,4703.0,7149.0,12.0,aCM1
1236,4707.0,7241.0,8.0,aCM1
1237,5523.0,7273.0,16.0,aCM1
1238,5439.0,7297.0,4.0,aCM3
1239,5217.0,8191.0,11.0,aCM3
1240,4994.0,7452.0,15.0,aCM1
1241,5030.0,7462.0,7.0,aCM1
1242,5505.0,7776.0,8.0,aCM1
1243,5447.0,7573.0,19.0,aCM3
1244,5176.0,7954.0,6.0,aCM1
1245,4982.0,7343.0,15.0,aCM1
1246,5351.0,8109.0,15.0,aCM3
1247,4960.0,7673.0,11.0,aCM3
1248,4837.0,7900.0,19.0,aCM3
1249,5320.0,7331.0,16.0,aCM3
1250,4880.0,7351.0,12.0,aCM3
1251,4920.0,7479.0,8.0,aCM3
1252,5184.0,7547.0,12.0,aCM3
1253,5180.0,7655.0,4.0,aCM1
1254,5048.0,7679.0,4.0,aCM1
1255,5212.0,7731.0,4.0,aCM3
1256,4968.0,7803.0,12.0,aCM1
1257,5148.0,7859.0,12.0,aCM3
1258,5412.0,7859.0,8.0,aCM1
1259,5020.0,7903.0,4.0,aCM1
1260,4968.0,7911.0,12.0,aCM3
1261,5092.0,7931.0,8.0,aCM3
1262,4832.0,7951.0,8.0,aCM1
1263,4860.0,8031.0,4.0,aCM3
1264,4952.0,8043.0,16.0,aCM3
1265,5452.0,8103.0,8.0,aCM1
1266,5484.0,8187.0,20.0,aCM3
1267,5294.0,8441.0,19.0,aCM3
1268,5135.0,8838.0,23.0,aCM3
1269,4695.0,8528.0,23.0,aCM3
1270,5294.0,9068.0,19.0,aCM3
1271,4804.0,8311.0,8.0,aCM1
1272,5060.0,8311.0,4.0,aCM3
1273,5188.0,8319.0,4.0,aCM1
1274,4844.0,8387.0,16.0,aCM3
1275,5004.0,8391.0,16.0,aCM1
1276,5156.0,8443.0,8.0,aCM1
1277,5384.0,8475.0,8.0,aCM3
1278,4920.0,8499.0,4.0,aCM3
1279,5508.0,8507.0,24.0,aCM1
1280,5168.0,8551.0,0.0,aCM3
1281,5068.0,8579.0,4.0,aCM3
1282,5248.0,8631.0,24.0,aCM1
1283,5220.0,8663.0,24.0,aCM1
1284,5292.0,8699.0,16.0,aCM1
1285,5500.0,8703.0,12.0,aCM3
1286,5176.0,8727.0,24.0,aCM1
1287,5288.0,8755.0,20.0,aCM1
1288,4960.0,8771.0,16.0,aCM3
1289,5088.0,8811.0,12.0,aCM5
1290,4936.0,8831.0,16.0,aCM3
1291,5444.0,8895.0,16.0,aCM3
1292,4876.0,8931.0,24.0,aCM3
1293,4792.0,9003.0,24.0,aCM3
1294,5164.0,9007.0,20.0,aCM3
1295,5416.0,9007.0,8.0,aCM1
1296,4968.0,9035.0,12.0,aCM3
1297,5243.0,9382.0,23.0,aCM3
1298,5493.0,9973.0,19.0,aCM3
1299,4822.0,9583.0,11.0,aCM3
1300,5023.0,9389.0,16.0,aCM3
1301,5403.0,9449.0,16.0,aCM1
1302,4963.0,9477.0,16.0,aCM1
1303,4991.0,9541.0,16.0,aCM1
1304,4755.0,9561.0,16.0,aCM1
1305,5335.0,9621.0,20.0,aCM3
1306,5295.0,9645.0,12.0,aCM3
1307,5123.0,9681.0,16.0,aCM3
1308,5463.0,9689.0,12.0,aCM3
1309,4911.0,9705.0,16.0,aCM1
1310,5319.0,9741.0,24.0,aCM3
1311,4919.0,9781.0,8.0,aCM1
1312,4999.0,9821.0,16.0,aCM1
1313,5531.0,9821.0,24.0,aCM3
1314,5439.0,9849.0,16.0,aCM3
1315,5323.0,9925.0,12.0,aCM1
1316,4787.0,9981.0,4.0,aCM1
